tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2017-12-01,DKI1 (Bunderan HI),27,21,21,19,3,27,PM10,BAIK
2017-12-02,DKI1 (Bunderan HI),39,20,18,20,3,39,PM10,BAIK
2017-12-03,DKI1 (Bunderan HI),33,19,17,27,3,33,PM10,BAIK
2017-12-04,DKI1 (Bunderan HI),27,20,15,25,2,27,PM10,BAIK
2017-12-05,DKI1 (Bunderan HI),30,19,18,29,4,30,PM10,BAIK
2017-12-06,DKI1 (Bunderan HI),28,20,19,78,6,78,O3,SEDANG
2017-12-07,DKI1 (Bunderan HI),35,22,19,40,4,40,O3,BAIK
2017-12-08,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-12-09,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-12-10,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-12-11,DKI1 (Bunderan HI),25,20,17,16,2,25,PM10,BAIK
2017-12-12,DKI1 (Bunderan HI),24,20,25,21,2,25,CO,BAIK
2017-12-13,DKI1 (Bunderan HI),27,19,24,16,1,27,PM10,BAIK
2017-12-14,DKI1 (Bunderan HI),10,20,20,31,4,31,O3,BAIK
2017-12-15,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-12-16,DKI1 (Bunderan HI),51,23,22,18,2,51,PM10,SEDANG
2017-12-17,DKI1 (Bunderan HI),33,20,18,29,2,33,PM10,BAIK
2017-12-18,DKI1 (Bunderan HI),17,23,17,25,2,25,O3,BAIK
2017-12-19,DKI1 (Bunderan HI),27,21,19,31,4,31,O3,BAIK
2017-12-20,DKI1 (Bunderan HI),33,21,18,30,3,33,PM10,BAIK
2017-12-21,DKI1 (Bunderan HI),30,21,22,28,3,30,PM10,BAIK
2017-12-22,DKI1 (Bunderan HI),28,20,26,25,3,28,PM10,BAIK
2017-12-23,DKI1 (Bunderan HI),34,21,21,35,3,35,O3,BAIK
2017-12-24,DKI1 (Bunderan HI),24,21,18,34,2,34,O3,BAIK
2017-12-25,DKI1 (Bunderan HI),20,19,14,22,2,22,O3,BAIK
2017-12-26,DKI1 (Bunderan HI),16,20,14,33,2,33,O3,BAIK
2017-12-27,DKI1 (Bunderan HI),22,21,15,27,3,27,O3,BAIK
2017-12-28,DKI1 (Bunderan HI),31,23,17,35,3,35,O3,BAIK
2017-12-29,DKI1 (Bunderan HI),35,24,21,45,4,45,O3,BAIK
2017-12-30,DKI1 (Bunderan HI),49,23,18,54,3,54,O3,SEDANG
2017-12-31,DKI1 (Bunderan HI),38,23,21,30,4,38,PM10,BAIK
2017-12-01,DKI2 (Kelapa Gading),17,49,8,17,8,49,SO2,BAIK
2017-12-02,DKI2 (Kelapa Gading),34,49,11,16,7,49,SO2,BAIK
2017-12-03,DKI2 (Kelapa Gading),31,49,9,29,7,49,SO2,BAIK
2017-12-04,DKI2 (Kelapa Gading),22,50,6,29,5,50,SO2,BAIK
2017-12-05,DKI2 (Kelapa Gading),25,50,8,38,7,50,SO2,BAIK
2017-12-06,DKI2 (Kelapa Gading),37,51,10,95,21,95,O3,SEDANG
2017-12-07,DKI2 (Kelapa Gading),43,51,10,54,21,54,O3,SEDANG
2017-12-08,DKI2 (Kelapa Gading),30,51,7,30,19,51,SO2,SEDANG
2017-12-09,DKI2 (Kelapa Gading),22,51,11,32,14,51,SO2,SEDANG
2017-12-10,DKI2 (Kelapa Gading),24,51,6,25,6,51,SO2,SEDANG
2017-12-11,DKI2 (Kelapa Gading),29,51,9,30,11,51,SO2,SEDANG
2017-12-12,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2017-12-13,DKI2 (Kelapa Gading),21,51,23,19,7,51,SO2,SEDANG
2017-12-14,DKI2 (Kelapa Gading),27,51,11,58,23,58,O3,SEDANG
2017-12-15,DKI2 (Kelapa Gading),34,51,9,31,18,51,SO2,SEDANG
2017-12-16,DKI2 (Kelapa Gading),46,51,15,19,18,51,SO2,SEDANG
2017-12-17,DKI2 (Kelapa Gading),25,51,11,25,7,51,SO2,SEDANG
2017-12-18,DKI2 (Kelapa Gading),24,52,8,25,7,52,SO2,SEDANG
2017-12-19,DKI2 (Kelapa Gading),22,52,7,33,11,52,SO2,SEDANG
2017-12-20,DKI2 (Kelapa Gading),26,52,7,30,12,52,SO2,SEDANG
2017-12-21,DKI2 (Kelapa Gading),31,52,19,33,15,52,SO2,SEDANG
2017-12-22,DKI2 (Kelapa Gading),29,52,19,30,12,52,SO2,SEDANG
2017-12-23,DKI2 (Kelapa Gading),30,52,11,56,9,56,O3,SEDANG
2017-12-24,DKI2 (Kelapa Gading),28,---,10,43,7,43,O3,BAIK
2017-12-25,DKI2 (Kelapa Gading),19,---,5,31,4,31,O3,BAIK
2017-12-26,DKI2 (Kelapa Gading),22,---,4,30,5,30,O3,BAIK
2017-12-27,DKI2 (Kelapa Gading),25,---,6,34,11,34,O3,BAIK
2017-12-28,DKI2 (Kelapa Gading),27,---,5,30,18,30,O3,BAIK
2017-12-29,DKI2 (Kelapa Gading),55,---,15,34,16,55,PM10,SEDANG
2017-12-30,DKI2 (Kelapa Gading),50,---,12,42,15,50,PM10,BAIK
2017-12-31,DKI2 (Kelapa Gading),47,32,14,43,14,47,PM10,BAIK
2017-12-01,DKI3 (Jagakarsa),---,13,7,33,---,33,O3,BAIK
2017-12-02,DKI3 (Jagakarsa),6,13,19,32,4,32,O3,BAIK
2017-12-03,DKI3 (Jagakarsa),6,---,12,43,3,43,O3,BAIK
2017-12-04,DKI3 (Jagakarsa),3,---,8,43,2,43,O3,BAIK
2017-12-05,DKI3 (Jagakarsa),19,---,13,44,4,44,O3,BAIK
2017-12-06,DKI3 (Jagakarsa),12,---,12,61,3,61,O3,SEDANG
2017-12-07,DKI3 (Jagakarsa),16,14,13,77,5,77,O3,SEDANG
2017-12-08,DKI3 (Jagakarsa),10,14,8,77,3,77,O3,SEDANG
2017-12-09,DKI3 (Jagakarsa),9,15,7,73,4,73,O3,SEDANG
2017-12-10,DKI3 (Jagakarsa),---,14,7,38,2,38,O3,BAIK
2017-12-11,DKI3 (Jagakarsa),9,14,9,35,2,35,O3,BAIK
2017-12-12,DKI3 (Jagakarsa),5,14,15,46,3,46,O3,BAIK
2017-12-13,DKI3 (Jagakarsa),7,14,12,34,4,34,O3,BAIK
2017-12-14,DKI3 (Jagakarsa),25,14,13,59,3,59,O3,SEDANG
2017-12-15,DKI3 (Jagakarsa),10,14,11,47,3,47,O3,BAIK
2017-12-16,DKI3 (Jagakarsa),40,14,20,50,6,50,O3,BAIK
2017-12-17,DKI3 (Jagakarsa),7,14,14,45,3,45,O3,BAIK
2017-12-18,DKI3 (Jagakarsa),10,15,8,41,2,41,O3,BAIK
2017-12-19,DKI3 (Jagakarsa),---,15,13,45,7,45,O3,BAIK
2017-12-20,DKI3 (Jagakarsa),8,14,19,50,10,50,O3,BAIK
2017-12-21,DKI3 (Jagakarsa),---,14,25,53,3,53,O3,SEDANG
2017-12-22,DKI3 (Jagakarsa),---,14,13,52,3,52,O3,SEDANG
2017-12-23,DKI3 (Jagakarsa),---,14,10,46,3,46,O3,BAIK
2017-12-24,DKI3 (Jagakarsa),---,14,10,41,3,41,O3,BAIK
2017-12-25,DKI3 (Jagakarsa),17,15,12,31,3,31,O3,BAIK
2017-12-26,DKI3 (Jagakarsa),13,14,9,40,2,40,O3,BAIK
2017-12-27,DKI3 (Jagakarsa),18,16,9,43,3,43,O3,BAIK
2017-12-28,DKI3 (Jagakarsa),31,15,11,39,3,39,O3,BAIK
2017-12-29,DKI3 (Jagakarsa),36,20,22,84,8,84,O3,SEDANG
2017-12-30,DKI3 (Jagakarsa),52,19,21,81,7,81,O3,SEDANG
2017-12-31,DKI3 (Jagakarsa),25,17,22,37,6,37,O3,BAIK
2017-12-01,DKI4 (Lubang Buaya),16,26,---,17,4,26,SO2,BAIK
2017-12-02,DKI4 (Lubang Buaya),35,26,8,22,5,35,PM10,BAIK
2017-12-03,DKI4 (Lubang Buaya),39,27,---,32,5,39,PM10,BAIK
2017-12-04,DKI4 (Lubang Buaya),30,27,---,22,3,30,PM10,BAIK
2017-12-05,DKI4 (Lubang Buaya),37,27,7,50,6,50,O3,BAIK
2017-12-06,DKI4 (Lubang Buaya),43,28,6,86,7,86,O3,SEDANG
2017-12-07,DKI4 (Lubang Buaya),41,31,5,66,8,66,O3,SEDANG
2017-12-08,DKI4 (Lubang Buaya),41,29,---,63,6,63,O3,SEDANG
2017-12-09,DKI4 (Lubang Buaya),21,27,---,28,5,28,O3,BAIK
2017-12-10,DKI4 (Lubang Buaya),20,27,---,17,3,27,SO2,BAIK
2017-12-11,DKI4 (Lubang Buaya),31,27,---,20,4,31,PM10,BAIK
2017-12-12,DKI4 (Lubang Buaya),24,27,12,46,8,46,O3,BAIK
2017-12-13,DKI4 (Lubang Buaya),24,27,---,14,7,27,SO2,BAIK
2017-12-14,DKI4 (Lubang Buaya),35,28,7,58,13,58,O3,SEDANG
2017-12-15,DKI4 (Lubang Buaya),41,28,7,35,7,41,PM10,BAIK
