tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2017-01-01,DKI1 (Bunderan HI),63,34,25,21,2,63,PM10,SEDANG
2017-01-02,DKI1 (Bunderan HI),16,32,16,19,1,32,SO2,BAIK
2017-01-03,DKI1 (Bunderan HI),18,32,17,20,2,32,SO2,BAIK
2017-01-04,DKI1 (Bunderan HI),24,32,22,20,2,32,SO2,BAIK
2017-01-05,DKI1 (Bunderan HI),29,32,25,14,2,32,SO2,BAIK
2017-01-06,DKI1 (Bunderan HI),21,31,24,18,2,31,SO2,BAIK
2017-01-07,DKI1 (Bunderan HI),30,32,22,17,3,32,SO2,BAIK
2017-01-08,DKI1 (Bunderan HI),29,33,17,19,2,33,SO2,BAIK
2017-01-09,DKI1 (Bunderan HI),29,32,23,13,2,32,SO2,BAIK
2017-01-10,DKI1 (Bunderan HI),38,32,34,21,4,38,PM10,BAIK
2017-01-11,DKI1 (Bunderan HI),25,32,25,20,2,32,SO2,BAIK
2017-01-12,DKI1 (Bunderan HI),29,32,23,17,2,32,SO2,BAIK
2017-01-13,DKI1 (Bunderan HI),29,32,19,12,1,32,SO2,BAIK
2017-01-14,DKI1 (Bunderan HI),22,31,17,13,1,31,SO2,BAIK
2017-01-15,DKI1 (Bunderan HI),27,32,16,17,1,32,SO2,BAIK
2017-01-16,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-01-17,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-01-18,DKI1 (Bunderan HI),24,28,19,14,1,28,SO2,BAIK
2017-01-19,DKI1 (Bunderan HI),24,---,16,14,1,24,PM10,BAIK
2017-01-20,DKI1 (Bunderan HI),18,---,15,10,1,18,PM10,BAIK
2017-01-21,DKI1 (Bunderan HI),35,---,18,15,1,35,PM10,BAIK
2017-01-22,DKI1 (Bunderan HI),54,---,20,16,2,54,PM10,SEDANG
2017-01-23,DKI1 (Bunderan HI),37,---,18,13,2,37,PM10,BAIK
2017-01-24,DKI1 (Bunderan HI),32,---,30,14,2,32,PM10,BAIK
2017-01-25,DKI1 (Bunderan HI),29,---,18,9,2,29,PM10,BAIK
2017-01-26,DKI1 (Bunderan HI),33,---,22,12,2,33,PM10,BAIK
2017-01-27,DKI1 (Bunderan HI),47,14,24,22,2,47,PM10,BAIK
2017-01-28,DKI1 (Bunderan HI),32,13,23,18,3,32,PM10,BAIK
2017-01-29,DKI1 (Bunderan HI),35,12,25,19,2,35,PM10,BAIK
2017-01-30,DKI1 (Bunderan HI),33,12,21,19,2,33,PM10,BAIK
2017-01-31,DKI1 (Bunderan HI),31,12,23,20,2,31,PM10,BAIK
2017-01-01,DKI2 (Kelapa Gading),52,21,11,61,11,61,O3,SEDANG
2017-01-02,DKI2 (Kelapa Gading),27,18,5,40,15,40,O3,BAIK
2017-01-03,DKI2 (Kelapa Gading),32,18,7,55,10,55,O3,SEDANG
2017-01-04,DKI2 (Kelapa Gading),23,19,---,61,15,61,O3,SEDANG
2017-01-05,DKI2 (Kelapa Gading),28,16,6,57,12,57,O3,SEDANG
2017-01-06,DKI2 (Kelapa Gading),29,17,11,62,13,62,O3,SEDANG
2017-01-07,DKI2 (Kelapa Gading),31,18,11,55,20,55,O3,SEDANG
2017-01-08,DKI2 (Kelapa Gading),28,19,7,52,14,52,O3,SEDANG
2017-01-09,DKI2 (Kelapa Gading),25,18,6,48,11,48,O3,BAIK
2017-01-10,DKI2 (Kelapa Gading),42,23,11,83,16,83,O3,SEDANG
2017-01-11,DKI2 (Kelapa Gading),33,18,11,65,20,65,O3,SEDANG
2017-01-12,DKI2 (Kelapa Gading),29,18,12,65,19,65,O3,SEDANG
2017-01-13,DKI2 (Kelapa Gading),25,17,8,29,5,29,O3,BAIK
2017-01-14,DKI2 (Kelapa Gading),21,16,8,29,6,29,O3,BAIK
2017-01-15,DKI2 (Kelapa Gading),13,17,8,42,7,42,O3,BAIK
2017-01-16,DKI2 (Kelapa Gading),17,17,7,34,6,34,O3,BAIK
2017-01-17,DKI2 (Kelapa Gading),18,18,30,48,14,48,O3,BAIK
2017-01-18,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2017-01-19,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2017-01-20,DKI2 (Kelapa Gading),22,18,5,30,6,30,O3,BAIK
2017-01-21,DKI2 (Kelapa Gading),40,23,9,39,10,40,PM10,BAIK
2017-01-22,DKI2 (Kelapa Gading),37,18,7,32,11,37,PM10,BAIK
2017-01-23,DKI2 (Kelapa Gading),31,20,---,51,12,51,O3,SEDANG
2017-01-24,DKI2 (Kelapa Gading),32,22,7,34,15,34,O3,BAIK
2017-01-25,DKI2 (Kelapa Gading),26,20,7,34,15,34,O3,BAIK
2017-01-26,DKI2 (Kelapa Gading),25,21,---,47,13,47,O3,BAIK
2017-01-27,DKI2 (Kelapa Gading),34,22,10,49,14,49,O3,BAIK
2017-01-28,DKI2 (Kelapa Gading),26,22,9,49,10,49,O3,BAIK
2017-01-29,DKI2 (Kelapa Gading),31,20,5,48,10,48,O3,BAIK
2017-01-30,DKI2 (Kelapa Gading),22,21,11,38,9,38,O3,BAIK
2017-01-31,DKI2 (Kelapa Gading),32,21,11,32,18,32,PM10,BAIK
2017-01-01,DKI3 (Jagakarsa),73,31,19,33,5,73,PM10,SEDANG
2017-01-02,DKI3 (Jagakarsa),39,29,4,33,3,39,PM10,BAIK
2017-01-03,DKI3 (Jagakarsa),51,30,7,36,3,51,PM10,SEDANG
