tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2017-04-01,DKI1 (Bunderan HI),41,6,19,---,3,41,PM10,BAIK
2017-04-02,DKI1 (Bunderan HI),47,---,23,---,4,47,PM10,BAIK
2017-04-03,DKI1 (Bunderan HI),30,13,24,---,3,30,PM10,BAIK
2017-04-04,DKI1 (Bunderan HI),37,12,24,8,3,37,PM10,BAIK
2017-04-05,DKI1 (Bunderan HI),31,12,24,6,4,31,PM10,BAIK
2017-04-06,DKI1 (Bunderan HI),33,10,16,6,2,33,PM10,BAIK
2017-04-07,DKI1 (Bunderan HI),40,12,17,57,3,57,O3,SEDANG
2017-04-08,DKI1 (Bunderan HI),17,8,16,38,1,38,O3,BAIK
2017-04-09,DKI1 (Bunderan HI),23,7,14,31,1,31,O3,BAIK
2017-04-10,DKI1 (Bunderan HI),46,8,20,55,6,55,O3,SEDANG
2017-04-11,DKI1 (Bunderan HI),43,7,23,73,4,73,O3,SEDANG
2017-04-12,DKI1 (Bunderan HI),39,9,26,47,5,47,O3,BAIK
2017-04-13,DKI1 (Bunderan HI),56,8,26,34,5,56,PM10,SEDANG
2017-04-14,DKI1 (Bunderan HI),55,8,24,45,5,55,PM10,SEDANG
2017-04-15,DKI1 (Bunderan HI),61,9,20,45,3,61,PM10,SEDANG
2017-04-16,DKI1 (Bunderan HI),73,9,26,69,5,73,PM10,SEDANG
2017-04-17,DKI1 (Bunderan HI),65,10,24,76,6,76,O3,SEDANG
2017-04-18,DKI1 (Bunderan HI),79,7,26,86,7,86,O3,SEDANG
2017-04-19,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-04-20,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2017-04-21,DKI1 (Bunderan HI),57,10,24,65,7,65,O3,SEDANG
2017-04-22,DKI1 (Bunderan HI),71,8,31,56,6,71,PM10,SEDANG
2017-04-23,DKI1 (Bunderan HI),53,11,22,67,5,67,O3,SEDANG
2017-04-24,DKI1 (Bunderan HI),50,12,17,43,5,50,PM10,BAIK
2017-04-25,DKI1 (Bunderan HI),68,10,30,35,4,68,PM10,SEDANG
2017-04-26,DKI1 (Bunderan HI),47,10,18,44,6,47,PM10,BAIK
2017-04-27,DKI1 (Bunderan HI),61,11,33,82,6,82,O3,SEDANG
2017-04-28,DKI1 (Bunderan HI),53,10,28,51,5,53,PM10,SEDANG
2017-04-29,DKI1 (Bunderan HI),39,10,17,32,2,39,PM10,BAIK
2017-04-30,DKI1 (Bunderan HI),43,11,18,89,3,89,O3,SEDANG
2017-04-01,DKI2 (Kelapa Gading),39,17,12,110,10,110,O3,TIDAK SEHAT
2017-04-02,DKI2 (Kelapa Gading),51,19,20,96,15,96,O3,SEDANG
2017-04-03,DKI2 (Kelapa Gading),33,16,14,59,24,59,O3,SEDANG
2017-04-04,DKI2 (Kelapa Gading),40,17,24,150,19,150,O3,TIDAK SEHAT
2017-04-05,DKI2 (Kelapa Gading),36,15,18,51,15,51,O3,SEDANG
2017-04-06,DKI2 (Kelapa Gading),23,15,7,25,6,25,O3,BAIK
2017-04-07,DKI2 (Kelapa Gading),27,17,8,45,14,45,O3,BAIK
2017-04-08,DKI2 (Kelapa Gading),23,15,6,24,6,24,O3,BAIK
2017-04-09,DKI2 (Kelapa Gading),22,15,4,29,13,29,O3,BAIK
2017-04-10,DKI2 (Kelapa Gading),65,23,18,113,21,113,O3,TIDAK SEHAT
2017-04-11,DKI2 (Kelapa Gading),66,29,14,132,29,132,O3,TIDAK SEHAT
2017-04-12,DKI2 (Kelapa Gading),52,29,12,89,17,89,O3,SEDANG
2017-04-13,DKI2 (Kelapa Gading),48,24,10,65,14,65,O3,SEDANG
2017-04-14,DKI2 (Kelapa Gading),50,19,9,44,16,50,PM10,BAIK
2017-04-15,DKI2 (Kelapa Gading),59,37,16,40,10,59,PM10,SEDANG
2017-04-16,DKI2 (Kelapa Gading),58,26,21,77,26,77,O3,SEDANG
2017-04-17,DKI2 (Kelapa Gading),76,54,24,68,15,76,PM10,SEDANG
2017-04-18,DKI2 (Kelapa Gading),69,26,13,113,17,113,O3,TIDAK SEHAT
2017-04-19,DKI2 (Kelapa Gading),73,38,19,124,15,124,O3,TIDAK SEHAT
2017-04-20,DKI2 (Kelapa Gading),59,45,21,140,20,140,O3,TIDAK SEHAT
2017-04-21,DKI2 (Kelapa Gading),58,17,16,102,14,102,O3,TIDAK SEHAT
2017-04-22,DKI2 (Kelapa Gading),63,17,17,50,20,63,PM10,SEDANG
2017-04-23,DKI2 (Kelapa Gading),46,20,16,55,15,55,O3,SEDANG
2017-04-24,DKI2 (Kelapa Gading),63,28,17,53,19,63,PM10,SEDANG
2017-04-25,DKI2 (Kelapa Gading),67,38,27,32,16,67,PM10,SEDANG
2017-04-26,DKI2 (Kelapa Gading),41,20,7,37,10,41,PM10,BAIK
2017-04-27,DKI2 (Kelapa Gading),54,19,24,64,25,64,O3,SEDANG
2017-04-28,DKI2 (Kelapa Gading),52,26,16,88,24,88,O3,SEDANG
2017-04-29,DKI2 (Kelapa Gading),51,30,14,48,14,51,PM10,SEDANG
2017-04-30,DKI2 (Kelapa Gading),56,23,17,139,14,139,O3,TIDAK SEHAT
2017-04-01,DKI3 (Jagakarsa),44,43,9,59,4,59,O3,SEDANG
2017-04-02,DKI3 (Jagakarsa),34,39,12,67,7,67,O3,SEDANG
2017-04-03,DKI3 (Jagakarsa),37,41,15,45,7,45,O3,BAIK
2017-04-04,DKI3 (Jagakarsa),---,---,---,---,---,0,,TIDAK ADA DATA
2017-04-05,DKI3 (Jagakarsa),48,33,16,35,7,48,PM10,BAIK
2017-04-06,DKI3 (Jagakarsa),16,33,4,28,2,33,SO2,BAIK
2017-04-07,DKI3 (Jagakarsa),24,33,4,33,2,33,SO2,BAIK
2017-04-08,DKI3 (Jagakarsa),16,32,3,25,---,32,SO2,BAIK
2017-04-09,DKI3 (Jagakarsa),23,33,6,31,3,33,SO2,BAIK
2017-04-10,DKI3 (Jagakarsa),37,35,16,45,10,45,O3,BAIK
2017-04-11,DKI3 (Jagakarsa),31,36,16,102,9,102,O3,TIDAK SEHAT
2017-04-12,DKI3 (Jagakarsa),21,34,9,110,11,110,O3,TIDAK SEHAT
2017-04-13,DKI3 (Jagakarsa),21,34,9,108,12,108,O3,TIDAK SEHAT
2017-04-14,DKI3 (Jagakarsa),31,34,15,81,8,81,O3,SEDANG
2017-04-15,DKI3 (Jagakarsa),34,34,12,82,7,82,O3,SEDANG
2017-04-16,DKI3 (Jagakarsa),46,34,17,91,6,91,O3,SEDANG
2017-04-17,DKI3 (Jagakarsa),33,38,11,92,7,92,O3,SEDANG
2017-04-18,DKI3 (Jagakarsa),55,35,15,91,9,91,O3,SEDANG
2017-04-19,DKI3 (Jagakarsa),58,38,14,113,6,113,O3,TIDAK SEHAT
2017-04-20,DKI3 (Jagakarsa),28,36,14,97,8,97,O3,SEDANG
2017-04-21,DKI3 (Jagakarsa),57,36,13,82,6,82,O3,SEDANG
2017-04-22,DKI3 (Jagakarsa),61,34,10,88,10,88,O3,SEDANG
2017-04-23,DKI3 (Jagakarsa),41,35,17,123,6,123,O3,TIDAK SEHAT
2017-04-24,DKI3 (Jagakarsa),46,36,8,95,12,95,O3,SEDANG
2017-04-25,DKI3 (Jagakarsa),68,35,18,82,8,82,O3,SEDANG
2017-04-26,DKI3 (Jagakarsa),44,34,9,51,7,51,O3,SEDANG
2017-04-27,DKI3 (Jagakarsa),49,34,15,65,5,65,O3,SEDANG
2017-04-28,DKI3 (Jagakarsa),47,35,8,58,6,58,O3,SEDANG
2017-04-29,DKI3 (Jagakarsa),39,35,10,34,5,39,PM10,BAIK
2017-04-30,DKI3 (Jagakarsa),32,35,7,76,4,76,O3,SEDANG
2017-04-01,DKI4 (Lubang Buaya),48,32,11,78,6,78,O3,SEDANG
2017-04-02,DKI4 (Lubang Buaya),50,32,17,88,10,88,O3,SEDANG
2017-04-03,DKI4 (Lubang Buaya),33,32,13,61,8,61,O3,SEDANG
2017-04-04,DKI4 (Lubang Buaya),47,32,19,93,9,93,O3,SEDANG
2017-04-05,DKI4 (Lubang Buaya),53,32,30,41,7,53,PM10,SEDANG
2017-04-06,DKI4 (Lubang Buaya),23,32,4,18,3,32,SO2,BAIK
2017-04-07,DKI4 (Lubang Buaya),28,32,5,25,3,32,SO2,BAIK
2017-04-08,DKI4 (Lubang Buaya),20,32,5,20,3,32,SO2,BAIK
2017-04-09,DKI4 (Lubang Buaya),30,32,6,19,4,32,SO2,BAIK
2017-04-10,DKI4 (Lubang Buaya),---,---,---,---,---,0,,TIDAK ADA DATA
2017-04-11,DKI4 (Lubang Buaya),52,33,17,97,9,97,O3,SEDANG
2017-04-12,DKI4 (Lubang Buaya),44,33,11,85,8,85,O3,SEDANG
2017-04-13,DKI4 (Lubang Buaya),43,33,8,85,11,85,O3,SEDANG
2017-04-14,DKI4 (Lubang Buaya),53,33,16,51,11,53,PM10,SEDANG
2017-04-15,DKI4 (Lubang Buaya),71,33,17,76,4,76,O3,SEDANG
2017-04-16,DKI4 (Lubang Buaya),64,33,28,72,6,72,O3,SEDANG
2017-04-17,DKI4 (Lubang Buaya),83,34,15,62,7,83,PM10,SEDANG
2017-04-18,DKI4 (Lubang Buaya),84,33,12,73,12,84,PM10,SEDANG
2017-04-19,DKI4 (Lubang Buaya),62,33,14,95,16,95,O3,SEDANG
2017-04-20,DKI4 (Lubang Buaya),65,33,20,76,10,76,O3,SEDANG
2017-04-21,DKI4 (Lubang Buaya),63,33,18,50,9,63,PM10,SEDANG
2017-04-22,DKI4 (Lubang Buaya),71,33,22,66,17,71,PM10,SEDANG
2017-04-23,DKI4 (Lubang Buaya),55,33,19,63,10,63,O3,SEDANG
2017-04-24,DKI4 (Lubang Buaya),70,34,10,50,13,70,PM10,SEDANG
2017-04-25,DKI4 (Lubang Buaya),93,34,18,38,8,93,PM10,SEDANG
2017-04-26,DKI4 (Lubang Buaya),57,34,6,36,8,57,PM10,SEDANG
2017-04-27,DKI4 (Lubang Buaya),66,34,35,63,10,66,PM10,SEDANG
2017-04-28,DKI4 (Lubang Buaya),56,34,14,63,8,63,O3,SEDANG
2017-04-29,DKI4 (Lubang Buaya),54,40,9,28,10,54,PM10,SEDANG
2017-04-30,DKI4 (Lubang Buaya),63,43,11,91,10,91,O3,SEDANG
2017-04-01,DKI5 (Kebon Jeruk),33,16,28,70,9,70,O3,SEDANG
2017-04-02,DKI5 (Kebon Jeruk),42,14,45,63,16,63,O3,SEDANG
2017-04-03,DKI5 (Kebon Jeruk),24,15,37,53,10,53,O3,SEDANG
2017-04-04,DKI5 (Kebon Jeruk),30,14,41,62,12,62,O3,SEDANG
2017-04-05,DKI5 (Kebon Jeruk),32,14,38,38,12,38,CO,BAIK
2017-04-06,DKI5 (Kebon Jeruk),14,15,26,17,5,26,CO,BAIK
2017-04-07,DKI5 (Kebon Jeruk),20,16,---,30,---,30,O3,BAIK
2017-04-08,DKI5 (Kebon Jeruk),17,14,17,17,4,17,PM10,BAIK
2017-04-09,DKI5 (Kebon Jeruk),21,14,21,31,5,31,O3,BAIK
2017-04-10,DKI5 (Kebon Jeruk),50,15,42,44,11,50,PM10,BAIK
2017-04-11,DKI5 (Kebon Jeruk),45,14,---,68,11,68,O3,SEDANG
2017-04-12,DKI5 (Kebon Jeruk),34,13,---,66,---,66,O3,SEDANG
2017-04-13,DKI5 (Kebon Jeruk),39,14,47,71,14,71,O3,SEDANG
2017-04-14,DKI5 (Kebon Jeruk),53,14,33,65,21,65,O3,SEDANG
2017-04-15,DKI5 (Kebon Jeruk),52,16,36,63,11,63,O3,SEDANG
2017-04-16,DKI5 (Kebon Jeruk),56,15,53,72,13,72,O3,SEDANG
2017-04-17,DKI5 (Kebon Jeruk),66,17,56,89,14,89,O3,SEDANG
2017-04-18,DKI5 (Kebon Jeruk),77,18,62,104,22,104,O3,TIDAK SEHAT
