tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2020-10-01,DKI1 (Bunderan HI),50,19,4,50,10,72,PM25,SEDANG
2020-10-02,DKI1 (Bunderan HI),53,22,6,69,12,69,O3,SEDANG
2020-10-03,DKI1 (Bunderan HI),50,17,9,71,14,71,O3,SEDANG
2020-10-04,DKI1 (Bunderan HI),53,18,8,75,16,75,PM25,SEDANG
2020-10-05,DKI1 (Bunderan HI),40,16,5,95,10,95,O3,SEDANG
2020-10-06,DKI1 (Bunderan HI),42,17,5,70,11,70,O3,SEDANG
2020-10-07,DKI1 (Bunderan HI),52,20,5,68,13,68,O3,SEDANG
2020-10-08,DKI1 (Bunderan HI),46,20,5,83,11,83,O3,SEDANG
2020-10-09,DKI1 (Bunderan HI),60,18,7,87,14,99,PM25,SEDANG
2020-10-10,DKI1 (Bunderan HI),53,17,7,60,11,74,PM25,SEDANG
2020-10-11,DKI1 (Bunderan HI),44,18,6,74,11,74,O3,SEDANG
2020-10-12,DKI1 (Bunderan HI),57,19,7,86,16,86,O3,SEDANG
2020-10-13,DKI1 (Bunderan HI),61,21,9,75,11,91,PM25,SEDANG
2020-10-14,DKI1 (Bunderan HI),63,18,8,63,20,93,PM25,SEDANG
2020-10-15,DKI1 (Bunderan HI),60,20,7,70,17,91,PM25,SEDANG
2020-10-16,DKI1 (Bunderan HI),56,19,7,76,20,80,PM25,SEDANG
2020-10-17,DKI1 (Bunderan HI),51,17,9,61,22,70,PM25,SEDANG
2020-10-18,DKI1 (Bunderan HI),50,16,7,51,14,72,PM25,SEDANG
2020-10-19,DKI1 (Bunderan HI),54,16,7,60,11,76,PM25,SEDANG
2020-10-20,DKI1 (Bunderan HI),54,18,11,43,15,83,PM25,SEDANG
2020-10-21,DKI1 (Bunderan HI),57,18,11,71,15,78,PM25,SEDANG
2020-10-22,DKI1 (Bunderan HI),48,17,10,44,13,61,PM25,SEDANG
2020-10-23,DKI1 (Bunderan HI),26,15,3,23,7,36,PM25,BAIK
2020-10-24,DKI1 (Bunderan HI),47,23,6,61,11,69,PM25,SEDANG
2020-10-25,DKI1 (Bunderan HI),39,17,7,48,11,61,PM25,SEDANG
2020-10-26,DKI1 (Bunderan HI),41,18,8,77,20,77,O3,SEDANG
2020-10-27,DKI1 (Bunderan HI),40,16,9,77,15,77,O3,SEDANG
2020-10-28,DKI1 (Bunderan HI),55,18,18,60,16,75,PM25,SEDANG
2020-10-29,DKI1 (Bunderan HI),51,17,7,40,14,70,PM25,SEDANG
2020-10-30,DKI1 (Bunderan HI),52,18,5,35,9,73,PM25,SEDANG
2020-10-31,DKI1 (Bunderan HI),35,20,3,48,8,54,PM25,SEDANG
2020-10-01,DKI2 (Kelapa Gading),59,22,6,62,10,77,PM25,SEDANG
2020-10-02,DKI2 (Kelapa Gading),64,25,8,79,11,83,PM25,SEDANG
2020-10-03,DKI2 (Kelapa Gading),55,29,15,89,16,89,O3,SEDANG
2020-10-04,DKI2 (Kelapa Gading),59,22,12,95,9,95,O3,SEDANG
2020-10-05,DKI2 (Kelapa Gading),44,22,7,128,8,128,O3,TIDAK SEHAT
2020-10-06,DKI2 (Kelapa Gading),51,21,6,110,8,110,O3,TIDAK SEHAT
2020-10-07,DKI2 (Kelapa Gading),57,30,9,92,12,92,O3,SEDANG
2020-10-08,DKI2 (Kelapa Gading),55,23,7,109,11,109,O3,TIDAK SEHAT
2020-10-09,DKI2 (Kelapa Gading),55,21,6,82,9,82,O3,SEDANG
2020-10-10,DKI2 (Kelapa Gading),50,21,10,63,9,74,PM25,SEDANG
2020-10-11,DKI2 (Kelapa Gading),51,20,8,95,7,95,O3,SEDANG
2020-10-12,DKI2 (Kelapa Gading),57,22,11,116,8,116,O3,TIDAK SEHAT
2020-10-13,DKI2 (Kelapa Gading),63,24,14,94,13,94,O3,SEDANG
2020-10-14,DKI2 (Kelapa Gading),65,21,12,88,12,88,O3,SEDANG
2020-10-15,DKI2 (Kelapa Gading),62,23,9,95,13,95,O3,SEDANG
2020-10-16,DKI2 (Kelapa Gading),61,24,10,110,16,110,O3,TIDAK SEHAT
2020-10-17,DKI2 (Kelapa Gading),64,25,17,99,18,99,O3,SEDANG
2020-10-18,DKI2 (Kelapa Gading),60,23,12,71,14,82,PM25,SEDANG
2020-10-19,DKI2 (Kelapa Gading),62,22,13,71,12,89,PM25,SEDANG
2020-10-20,DKI2 (Kelapa Gading),63,24,13,68,14,86,PM25,SEDANG
2020-10-21,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2020-10-22,DKI2 (Kelapa Gading),53,23,12,68,14,82,PM25,SEDANG
2020-10-23,DKI2 (Kelapa Gading),26,19,5,43,5,48,PM25,BAIK
2020-10-24,DKI2 (Kelapa Gading),56,25,10,97,12,97,O3,SEDANG
2020-10-25,DKI2 (Kelapa Gading),46,22,10,83,12,83,O3,SEDANG
2020-10-26,DKI2 (Kelapa Gading),53,23,11,99,10,99,O3,SEDANG
2020-10-27,DKI2 (Kelapa Gading),52,22,14,98,23,98,O3,SEDANG
2020-10-28,DKI2 (Kelapa Gading),66,27,18,82,16,86,PM25,SEDANG
2020-10-29,DKI2 (Kelapa Gading),57,26,13,60,16,78,PM25,SEDANG
2020-10-30,DKI2 (Kelapa Gading),59,23,8,58,11,86,PM25,SEDANG
2020-10-31,DKI2 (Kelapa Gading),44,29,6,67,10,67,O3,SEDANG
2020-10-01,DKI3 (Jagakarsa),52,32,15,62,9,83,PM25,SEDANG
2020-10-02,DKI3 (Jagakarsa),52,35,16,74,7,89,PM25,SEDANG
2020-10-03,DKI3 (Jagakarsa),40,32,17,73,7,73,O3,SEDANG
2020-10-04,DKI3 (Jagakarsa),43,33,19,91,6,91,O3,SEDANG
2020-10-05,DKI3 (Jagakarsa),26,32,11,72,4,72,O3,SEDANG
2020-10-06,DKI3 (Jagakarsa),33,34,8,76,4,76,O3,SEDANG
2020-10-07,DKI3 (Jagakarsa),36,33,12,89,10,89,O3,SEDANG
2020-10-08,DKI3 (Jagakarsa),36,35,11,107,7,107,O3,TIDAK SEHAT
2020-10-09,DKI3 (Jagakarsa),47,32,14,88,9,88,O3,SEDANG
2020-10-10,DKI3 (Jagakarsa),38,32,21,72,8,72,O3,SEDANG
2020-10-11,DKI3 (Jagakarsa),29,32,15,87,5,87,O3,SEDANG
2020-10-12,DKI3 (Jagakarsa),43,34,20,62,7,89,PM25,SEDANG
2020-10-13,DKI3 (Jagakarsa),52,35,30,92,15,105,PM25,TIDAK SEHAT
2020-10-14,DKI3 (Jagakarsa),56,34,25,94,12,94,O3,SEDANG
2020-10-15,DKI3 (Jagakarsa),62,35,19,97,6,103,PM25,TIDAK SEHAT
2020-10-16,DKI3 (Jagakarsa),55,35,16,83,6,88,PM25,SEDANG
2020-10-17,DKI3 (Jagakarsa),46,34,17,86,9,86,O3,SEDANG
2020-10-18,DKI3 (Jagakarsa),45,36,16,67,12,75,PM25,SEDANG
2020-10-19,DKI3 (Jagakarsa),43,35,13,57,6,73,PM25,SEDANG
2020-10-20,DKI3 (Jagakarsa),46,37,17,63,11,80,PM25,SEDANG
2020-10-21,DKI3 (Jagakarsa),44,35,15,99,11,99,O3,SEDANG
2020-10-22,DKI3 (Jagakarsa),46,37,24,50,10,71,PM25,SEDANG
2020-10-23,DKI3 (Jagakarsa),39,37,10,32,5,65,PM25,SEDANG
2020-10-24,DKI3 (Jagakarsa),39,38,10,100,5,100,O3,SEDANG
2020-10-25,DKI3 (Jagakarsa),36,39,13,73,11,73,O3,SEDANG
2020-10-26,DKI3 (Jagakarsa),41,41,14,61,10,80,PM25,SEDANG
2020-10-27,DKI3 (Jagakarsa),32,37,21,44,8,63,PM25,SEDANG
2020-10-28,DKI3 (Jagakarsa),45,39,29,66,13,75,PM25,SEDANG
2020-10-29,DKI3 (Jagakarsa),36,38,16,54,7,54,O3,SEDANG
2020-10-30,DKI3 (Jagakarsa),50,40,21,44,9,50,PM10,BAIK
2020-10-31,DKI3 (Jagakarsa),29,6,10,62,63,63,NO2,SEDANG
2020-10-01,DKI4 (Lubang Buaya),73,8,64,11,73,1,PM10,SEDANG
2020-10-02,DKI4 (Lubang Buaya),83,16,62,7,83,1,PM10,SEDANG
2020-10-03,DKI4 (Lubang Buaya),74,13,80,11,80,4,CO,SEDANG
2020-10-04,DKI4 (Lubang Buaya),79,11,92,8,92,4,CO,SEDANG
2020-10-05,DKI4 (Lubang Buaya),62,4,95,5,95,4,CO,SEDANG
2020-10-06,DKI4 (Lubang Buaya),64,6,103,8,103,4,CO,TIDAK SEHAT
2020-10-07,DKI4 (Lubang Buaya),77,7,92,11,92,4,CO,SEDANG
2020-10-08,DKI4 (Lubang Buaya),68,6,92,7,92,4,CO,SEDANG
2020-10-09,DKI4 (Lubang Buaya),74,7,75,6,75,4,CO,SEDANG
2020-10-10,DKI4 (Lubang Buaya),70,11,71,10,71,4,CO,SEDANG
2020-10-11,DKI4 (Lubang Buaya),69,7,65,7,69,1,PM10,SEDANG
2020-10-12,DKI4 (Lubang Buaya),---,---,---,---,0,,,TIDAK ADA DATA
2020-10-13,DKI4 (Lubang Buaya),72,21,75,7,75,4,CO,SEDANG
2020-10-14,DKI4 (Lubang Buaya),81,23,69,13,81,1,PM10,SEDANG
2020-10-15,DKI4 (Lubang Buaya),79,9,69,8,79,1,PM10,SEDANG
2020-10-16,DKI4 (Lubang Buaya),68,6,79,9,79,4,CO,SEDANG
2020-10-17,DKI4 (Lubang Buaya),70,15,54,11,70,1,PM10,SEDANG
2020-10-18,DKI4 (Lubang Buaya),59,11,62,7,62,4,CO,SEDANG
2020-10-19,DKI4 (Lubang Buaya),64,11,74,8,74,4,CO,SEDANG
2020-10-20,DKI4 (Lubang Buaya),63,26,62,9,63,1,PM10,SEDANG
2020-10-21,DKI4 (Lubang Buaya),57,15,104,9,104,4,CO,TIDAK SEHAT
2020-10-22,DKI4 (Lubang Buaya),53,15,44,8,53,1,PM10,SEDANG
2020-10-23,DKI4 (Lubang Buaya),34,7,48,5,48,4,CO,BAIK
2020-10-24,DKI4 (Lubang Buaya),51,14,80,7,80,4,CO,SEDANG
2020-10-25,DKI4 (Lubang Buaya),52,11,68,7,68,4,CO,SEDANG
2020-10-26,DKI4 (Lubang Buaya),57,17,87,8,87,4,CO,SEDANG
2020-10-27,DKI4 (Lubang Buaya),46,18,61,9,61,4,CO,SEDANG
2020-10-28,DKI4 (Lubang Buaya),63,26,107,8,107,4,CO,TIDAK SEHAT
2020-10-29,DKI4 (Lubang Buaya),54,11,88,10,88,4,CO,SEDANG
2020-10-30,DKI4 (Lubang Buaya),63,12,42,7,63,1,PM10,SEDANG
2020-10-31,DKI4 (Lubang Buaya),45,6,63,6,63,4,CO,SEDANG
2020-10-01,DKI5 (Kebon Jeruk) Jakarta Barat,53,13,73,7,73,4,CO,SEDANG
2020-10-02,DKI5 (Kebon Jeruk) Jakarta Barat,56,15,87,7,87,4,CO,SEDANG
2020-10-03,DKI5 (Kebon Jeruk) Jakarta Barat,50,15,80,7,80,4,CO,SEDANG
2020-10-04,DKI5 (Kebon Jeruk) Jakarta Barat,54,17,108,6,108,4,CO,TIDAK SEHAT
2020-10-05,DKI5 (Kebon Jeruk) Jakarta Barat,30,6,109,4,109,4,CO,TIDAK SEHAT
2020-10-06,DKI5 (Kebon Jeruk) Jakarta Barat,40,6,91,3,91,4,CO,SEDANG
2020-10-07,DKI5 (Kebon Jeruk) Jakarta Barat,41,8,127,5,127,4,CO,TIDAK SEHAT
2020-10-08,DKI5 (Kebon Jeruk) Jakarta Barat,38,8,117,5,117,4,CO,TIDAK SEHAT
2020-10-09,DKI5 (Kebon Jeruk) Jakarta Barat,46,9,105,5,105,4,CO,TIDAK SEHAT
2020-10-10,DKI5 (Kebon Jeruk) Jakarta Barat,54,14,80,8,80,4,CO,SEDANG
2020-10-11,DKI5 (Kebon Jeruk) Jakarta Barat,42,12,91,7,91,4,CO,SEDANG
2020-10-12,DKI5 (Kebon Jeruk) Jakarta Barat,58,15,135,5,135,4,CO,TIDAK SEHAT
2020-10-13,DKI5 (Kebon Jeruk) Jakarta Barat,59,15,130,11,130,4,CO,TIDAK SEHAT
